symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
JINDALSAW,INE324A01032,2025-07-11,NSE,EQ,EQ,BUY,FALSE,10,228.5,201230081,NA,NA
PNCINFRA,INE195J01029,2025-07-09,NSE,EQ,EQ,BUY,FALSE,10,304.85,407137481,NA,NA
JINDALSAW,INE324A01032,2025-07-07,NSE,EQ,EQ,BUY,FALSE,10,231.55,205931391,NA,NA
PNCINFRA,INE195J01029,2025-06-27,NSE,EQ,EQ,BUY,FALSE,10,304.0,402861600,NA,NA
TATATECH,INE142M01025,2025-06-27,NSE,EQ,EQ,BUY,FALSE,5,715.0,600571905,NA,NA
TATAMOTORS,INE155A01022,2025-06-27,NSE,EQ,EQ,BUY,FALSE,5,690.0,600499320,NA,NA
OLAELEC,INE0LXG01040,2025-06-27,NSE,EQ,EQ,BUY,FALSE,30,44.25,402401311,NA,NA
JINDALSAW,INE324A01032,2025-06-26,NSE,EQ,EQ,BUY,FALSE,49,240.69,206380715,NA,NA
JINDALSAW,INE324A01032,2025-06-26,NSE,EQ,EQ,BUY,FALSE,1,240.69,206090392,NA,NA
TATATECH,INE142M01025,2025-06-25,NSE,EQ,EQ,BUY,FALSE,3,700.8,603605036,NA,NA
TATAMOTORS,INE155A01022,2025-06-25,NSE,EQ,EQ,BUY,FALSE,5,675.5,603620840,NA,NA
BAJAJHFL,INE377Y01014,2025-06-20,NSE,EQ,EQ,BUY,FALSE,20,119.5,5456326,NA,NA
OLAELEC,INE0LXG01040,2025-06-17,NSE,EQ,EQ,BUY,FALSE,20,47.5,400931574,NA,NA
TATAMOTORS,INE155A01022,2025-06-16,NSE,EQ,EQ,BUY,FALSE,5,685.0,603841049,NA,NA
SOUTHBANK,INE683A01023,2025-06-13,NSE,EQ,EQ,SELL,FALSE,144,28.91,600076419,NA,NA
SOUTHBANK,INE683A01023,2025-06-13,NSE,EQ,EQ,SELL,FALSE,456,28.91,600076420,NA,NA
ASIANPAINT,INE021A01026,2025-06-10,NSE,EQ,EQ,BUY,FALSE,1,2222.9,5885507,NA,NA
